Female_genotype,Species,DTS,DTA,PH,EH,EN,BW,BL,SL,SPAD1,SPAD1_Date,Species,SPAD2_Date,Leaf_Auringle,ST,StPu,StPi,Kinki,Prolif,NBR,LI_COR,LI_COR_Date,SCiO,SCiO_Date
B73,B73,7/1/23,6/27/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,1,NA,NA,NA,NA,NA
Bals-JSG-467_P2_P1_P4_P1.1.1.1,Bals,7/2/23,7/1/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,Y,2,1,NA,NA,NA,NA,NA
Zlux-FAC--P-87_P1_P1_P1_P3.2.1.1,Zlux,7/4/23,7/1/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,1,NA,NA,NA,NA,NA
Zdip-JSG-RMM-LCL-551_P2_P1_P1_P3.2.1.1,Zdip,7/2/23,6/28/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,1,NA,NA,NA,NA,NA
Bals-JSG-RMM-LCL-514_P1_P1_P2_P1.2.1.1,Bals,7/1/23,6/29/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Mesa-CIM11365_P4_P2_P1_P1.1.1.1,Mesa,7/3/23,7/2/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,1,NA,NA,NA,NA,NA
Zdip-CIM10003_P3_P1_P4_P2.5.1.1,Zdip,6/28/23,6/27/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Dura-JSG-Y-RMM-429_P2_P1_P5_P1.1.1.1,Dura,6/27/23,6/27/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,2,1,NA,NA,NA,NA,NA
B73,B73,6/29/23,6/27/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Dura-JSG-SRV-EAM-705_P4_P1_P4_P4.1.1.1,Dura,6/26/23,6/25/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,1,NA,NA,NA,NA,NA
Zdip-JSG-RMM-LCL-551_P3_P1_P3_P3.1.1.1,Zdip,7/3/23,6/29/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
B73,B73,6/29/23,6/27/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Mesa-JSG-Y-RMM-450_P2_P1_P2_P1.2.1.1,Mesa,7/2/23,7/1/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,1,NA,NA,NA,NA,NA
Dura-JSG-Y-RMM-429_P4_P1_P5_P1.1.1.1,Dura,6/29/23,6/27/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,1,NA,NA,NA,NA,NA
Zdip-CIM10003_P3_P1_P4_P4.4.1.1,Zdip,7/12/23,7/10/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,1,NA,NA,NA,NA,NA
Zdip-CIM10003_P2_P1_P5_P1.1.1.1,Zdip,7/7/23,7/5/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,3,NA,NA,NA,NA,NA
B73,B73,7/1/23,6/28/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,1,NA,NA,NA,NA,NA
Zdip-JLVTKV-719_P2_P1_P1_P1.3.1.1,Zdip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,NA,NA,NA,NA,NA,NA,NA
Dura-JSG-SRV-EAM-708_P3_P1_P3_P5.4.1.1,Dura,7/1/23,6/28/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Bals-JLNCM-646_P2_P1_P1_P2.1.1.1,Bals,NA,7/26/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Zdip-CIM10003_P2_P1_P4_P1.4.1.1,Zdip,6/30/23,6/29/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Nabo-JSG-SRV-604_P2_P1_P3_P1.2.1.1,Nabo,7/1/23,6/28/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Bals-JSG-RMM-LCL-523_P1_P1_P3_P2.2.1.1,Bals,6/29/23,6/28/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,2,NA,NA,NA,NA,NA
Bals-JSG-RMM-LCL-524_P2_P1_P5_P1.1.1.1,Bals,7/5/23,7/2/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Zdip-JSG-RMM-LCL-551_P3_P1_P4_P2.1.1.1,Zdip,7/3/23,7/2/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,2,2,NA,NA,NA,NA,NA
Zdip-JLVTKV-719_P2_P1_P4_P2.2.1.1,Zdip,7/2/23,6/28/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,1,NA,NA,NA,NA,NA
Nabo-JSG-SRV-604_P2_P1_P3_P2.5.1.1,Nabo,7/1/23,6/28/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Zdip-JLVTKV-719_P2_P1_P4_P1.3.1.1,Zdip,7/4/23,7/2/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Bals-JSG-RMM-LCL-539_P3_P1_P4_P2.2.1.1,Bals,7/3/23,7/4/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,3,NA,NA,NA,NA,NA
Dura-JSG-SRV-EAM-705_P4_P1_P1_P1.2.1.1,Dura,7/1/23,6/28/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Mesa-JSG-Y-RMM-440_P3_P1_P4_P1.1.1.1,Mesa,7/3/23,7/1/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Mesa-JSG-426_P2_P2_P2_P1.1.1.1,Mesa,6/28/23,6/27/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,1,NA,NA,NA,NA,NA
Chal-JSG-Y-RMM-463_P2_P1_P2_P1.2.1.1,Chal,7/1/23,6/29/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Dura-JSG-SRV-EAM-705_P4_P1_P2_P4.2.1.1,Dura,7/2/23,6/27/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,3,NA,NA,NA,NA,NA
Hueh-H2_P4_P1_P5_P1.3.1.1,Hueh,7/3/23,7/1/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Bals-JACV-T-049_P2_P1_P4_P1.2.1.1,Bals,7/1/23,6/28/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Mesa-JSG-Y-RMM-444_P2_P1_P2_P1.1.1.1,Mesa,6/26/23,6/25/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,1,NA,NA,NA,NA,NA
Bals-JSG-RMM-558_P3_P1_P2_P1.2.1.1,Bals,6/29/23,6/27/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Mesa-JSG-Y-RMM-450_P2_P1_P1_P1.2.1.1,Mesa,7/1/23,7/1/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,1,NA,NA,NA,NA,NA
Zdip-CIM10003_P2_P1_P1_P1.1.1.1,Zdip,6/28/23,6/27/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,1,NA,NA,NA,NA,NA
Mesa-JSG-RMM-LCL-473_P3_P1_P3_P1.2.1.1,Mesa,6/26/23,6/26/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,2,NA,NA,NA,NA,NA
Zdip-JSG-RMM-LCL-551_P3_P1_P4_P3.3.1.1,Zdip,7/5/23,7/5/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Zdip-JSG-RMM-LCL-551_P3_P1_P5_P3.1.1.1,Zdip,6/27/23,6/27/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Zdip-CIM10003_P2_P1_P4_P3.2.1.1,Zdip,7/2/23,6/27/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Bals-JLNCM-657_P4_P1_P2_P1.1.1.1,Bals,7/7/23,6/29/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,Y,0,2,NA,NA,NA,NA,NA
Dura-JSG-SRV-EAM-708_P3_P1_P3_P3.2.1.1,Dura,6/27/23,6/27/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,1,NA,NA,NA,NA,NA
Dura-JSG-SRV-EAM-705_P1_P1_P4_P1.2.1.1,Dura,6/27/23,6/27/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,2,NA,NA,NA,NA,NA
Zdip-JSG-RMM-LCL-551_P3_P1_P2_P3.2.1.1,Zdip,6/29/23,6/29/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,1,NA,NA,NA,NA,NA
Chal-JSG-JMHC-631_P2_P1_P3_P1.2.1.1,Chal,7/1/23,6/29/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Nabo-JSG-SRV-604_P2_P1_P3_P3.3.1.1,Nabo,7/1/23,6/28/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Bals-JSG-RMM-LCL-474_P2_P1_P2_P1.1.1.1,Bals,7/4/23,7/2/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,1,NA,NA,NA,NA,NA
Nabo-JSG-SRV-606_P2_P1_P3_P2.3.1.1,Nabo,7/1/23,6/28/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Zlux-G1_P1_P1_P2_P3.2.1.1,Zlux,7/3/23,7/1/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Zdip-JLVTKV-719_P2_P1_P3_P2.4.1.1,Zdip,7/1/23,6/30/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,Y,1,2,NA,NA,NA,NA,NA
Nabo-JSG-SRV-604_P2_P1_P5_P3.3.1.1,Nabo,6/26/23,6/26/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,Y,1,2,NA,NA,NA,NA,NA
Bals-JSG-RMM-LCL-546_P3_P1_P4_P1.2.1.1,Bals,7/3/23,7/1/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,4,NA,NA,NA,NA,NA
Bals-JSG-RMM-LCL-511_P1_P2_P4_P1.1.1.1,Bals,7/1/23,6/29/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Zlux-G3_P3_P1_P3_P1.4.1.1,Zlux,7/1/23,7/1/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Nabo-JSG-SRV-604_P2_P1_P2_P1.4.1.1,Nabo,7/10/23,7/5/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,1,NA,NA,NA,NA,NA
Dura-JSG-SRV-EAM-708_P3_P1_P1_P1.2.1.1,Dura,6/28/23,6/27/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,1,NA,NA,NA,NA,NA
Dura-JSG-SRV-EAM-705_P4_P1_P3_P2.2.1.1,Dura,6/29/23,6/27/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,Y,0,1,NA,NA,NA,NA,NA
Zdip-JLVTKV-720_P1_P1_P3_P2.2.1.1,Zdip,6/25/23,6/23/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,1,NA,NA,NA,NA,NA
Chal-JSG-Y-RMM-463_P2_P1_P4_P1.1.1.1,Chal,7/4/23,6/30/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,Y,0,1,NA,NA,NA,NA,NA
Nabo-JSG-SRV-604_P3_P1_P1_P4.4.1.1,Nabo,6/29/23,6/27/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Nabo-JSG-SRV-604_P3_P1_P3_P2.4.1.1,Nabo,7/1/23,6/29/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,1,NA,NA,NA,NA,NA
Mesa-JSG-Y-RMM-438_P1_P1_P2_P1.2.1.1,Mesa,6/28/23,6/28/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,1,NA,NA,NA,NA,NA
Zlux-G1_P1_P1_P3_P1.1.1.1,Zlux,7/4/23,7/2/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,1,NA,NA,NA,NA,NA
Chal-JSG-RMM-LCL-476_P2_P1_P1_P2.2.1.1,Chal,6/29/23,6/28/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,1,NA,NA,NA,NA,NA
Bals-JSG-RMM-LCL-546_P3_P1_P3_P1.2.1.1,Bals,6/27/23,6/27/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,2,1,NA,NA,NA,NA,NA
Bals-JSG-Y-RMM-457_P3_P1_P1_P2.1.1.1,Bals,7/2/23,6/29/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,1,NA,NA,NA,NA,NA
Dura-JSG-SRV-EAM-705_P1_P1_P5_P2.2.1.1,Dura,6/29/23,6/29/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Mesa-JACV-T-018_P2_P5_P1_P2.4.1.1,Mesa,7/4/23,6/30/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,1,NA,NA,NA,NA,NA
Bals-JSG-RMM-LCL-495_P4_P1_P5_P2.1.1.1,Bals,7/12/23,7/2/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Nabo-JSG-SRV-604_P2_P1_P3_P3.1.1.1,Nabo,6/29/23,6/27/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,Y,0,1,NA,NA,NA,NA,NA
Bals-JLNCM-654_P1_P1_P3_P1.1.1.1,Bals,7/1/23,6/29/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,1,NA,NA,NA,NA,NA
Hueh-H2_P4_P1_P2_P1.1.1.1,Hueh,7/5/23,7/2/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,1,NA,NA,NA,NA,NA
Mesa-JSG-Y-RMM-444_P2_P1_P3_P2.3.1.1,Mesa,7/1/23,7/1/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,1,NA,NA,NA,NA,NA
Mesa-JSG-LCL-565_P2_P1_P2_P2.3.1.1,Mesa,7/4/23,6/29/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Bals-JSG-RMM-LCL-474_P2_P1_P2_P2.1.1.1,Bals,7/2/23,6/27/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Bals-JSG-RMM-LCL-487_P1_P1_P5_P1.1.1.1,Bals,7/8/23,7/7/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Bals-JSG-LCL-704_P3_P1_P1_P1.2.1.1,Bals,6/29/23,6/29/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,Y,1,1,NA,NA,NA,NA,NA
Bals-JACV-T-049_P2_P1_P1_P1.2.1.1,Bals,6/29/23,6/27/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,1,NA,NA,NA,NA,NA
Bals-JSG-RMM-LCL-514_P3_P1_P2_P1.1.1.1,Bals,7/2/23,7/1/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,Y,1,1,NA,NA,NA,NA,NA
Zlux-G6_P4_P1_P3_P2.5.1.1,Zlux,7/2/23,7/1/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,1,NA,NA,NA,NA,NA
Zdip-CIM10003_P2_P1_P3_P1.2.1.1,Zdip,6/29/23,6/27/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Bals-JACV-T-082_P2_P1_P2_P2.2.1.1,Bals,7/2/23,7/1/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Bals-JACV-T-082_P2_P1_P4_P1.2.1.1,Bals,6/27/23,6/27/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Bals-JLHNM-661_P2_P2_P3_P2.1.1.1,Bals,7/1/23,6/28/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,1,NA,NA,NA,NA,NA
Dura-JSG-SRV-EAM-705_P4_P1_P3_P5.2.1.1,Dura,6/29/23,6/27/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,Y,1,1,NA,NA,NA,NA,NA
Zdip-JLVTKV-719_P2_P1_P5_P4.1.1.1,Zdip,6/27/23,6/27/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,2,NA,NA,NA,NA,NA
Bals-JSG-RMM-LCL-514_P1_P1_P3_P1.1.1.1,Bals,6/27/23,6/28/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Chal-JSG-JMHC-631_P2_P1_P2_P1.2.1.1,Chal,6/29/23,6/27/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,1,NA,NA,NA,NA,NA
Bals-JLNCM-657_P4_P1_P5_P1.1.1.1,Bals,7/10/23,7/6/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Dura-JSG-Y-RMM-429_P4_P1_P1_P4.1.1.1,Dura,6/27/23,6/27/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Bals-JLHNM-661_P2_P2_P4_P1.1.1.1,Bals,7/2/23,6/29/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,1,NA,NA,NA,NA,NA
Dura-JSG-SRV-EAM-708_P3_P1_P4_P1.2.1.1,Dura,6/29/23,6/29/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Mesa-JSG-427_P2_P1_P1_P1.1.1.1,Mesa,6/29/23,6/27/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,2,NA,NA,NA,NA,NA
Hueh-H1_P3_P1_P2_P2.4.1.1,Hueh,7/1/23,6/29/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,2,NA,NA,NA,NA,NA
Bals-JSG-RMM-LCL-539_P3_P1_P3_P2.2.1.1,Bals,6/28/23,6/27/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Zlux-G6_P4_P1_P3_P2.4.1.1,Zlux,7/1/23,6/29/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
B73,B73,7/1/23,6/28/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Zdip-CIM10003_P3_P1_P1_P1.3.1.1,Zdip,6/30/23,6/29/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Dura-JSG-SRV-EAM-708_P3_P1_P4_P3.5.1.1,Dura,7/3/23,6/30/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,1,NA,NA,NA,NA,NA
Bals-RMM-11_P2_P1_P4_P1.2.1.1,Bals,7/5/23,7/4/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,3,NA,NA,NA,NA,NA
Bals-JSG-RMM-LCL-487_P1_P1_P1_P1.1.1.1,Bals,7/2/23,7/1/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Purple Check,Check,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zdip-CIM10003_P2_P1_P2_P2.3.1.1,Zdip,6/26/23,6/26/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,2,NA,NA,NA,NA,NA
Bals-JSG-RMM-LCL-511_P1_P2_P4_P1.2.1.1,Bals,7/1/23,6/27/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Chal-JSG-Y-RMM-463_P2_P1_P3_P2.1.1.1,Chal,7/4/23,7/1/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,2,NA,NA,NA,NA,NA
Bals-JLNCM-649_P4_P1_P5_P2.1.1.1,Bals,7/5/23,7/3/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
B73,B73,6/26/23,6/26/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,1,NA,NA,NA,NA,NA
B73,B73,7/1/23,6/27/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Bals-JSG-RMM-LCL-487_P1_P1_P5_P1.2.1.1,Bals,7/4/23,7/2/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Dura-JSG-Y-RMM-429_P4_P1_P3_P5.2.1.1,Dura,6/23/23,6/24/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,2,NA,NA,NA,NA,NA
B73,B73,7/1/23,6/27/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
B73,B73,6/28/23,6/27/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
B73,B73,7/2/23,6/29/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Zdip-JLVTKV-719_P2_P1_P4_P2.1.1.1,Zdip,6/25/23,6/25/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Chal-JSG-Y-RMM-463_P2_P1_P3_P1.2.1.1,Chal,6/29/23,6/28/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Zdip-CIM10003_P3_P1_P5_P1.4.1.1,Zdip,7/1/23,6/29/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Bals-JSG-467_P2_P1_P5_P1.2.1.1,Bals,6/29/23,6/27/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
B73,B73,6/30/23,6/28/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,1,NA,NA,NA,NA,NA
Bals-JSG-RMM-LCL-474_P2_P1_P5_P1.2.1.1,Bals,6/27/23,6/27/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Hueh-H2_P4_P1_P2_P1.2.1.1,Hueh,7/6/23,7/4/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Mesa-JACV-T-018_P2_P1_P5_P1.1.1.1,Mesa,6/29/23,6/28/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Mesa-JSG-Y-RMM-444_P2_P1_P1_P1.1.1.1,Mesa,6/27/23,6/25/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,Y,0,1,NA,NA,NA,NA,NA
Bals-JSG-RMM-LCL-474_P2_P1_P2_P2.3.1.1,Bals,7/1/23,6/27/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
Mesa-JSG-427_P2_P1_P4_P1.1.1.1,Mesa,6/28/23,6/28/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
B73,B73,7/1/23,6/26/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,1,NA,NA,NA,NA,NA
Zdip-JLVTKV-720_P1_P1_P4_P3.3.1.1,Zdip,7/4/23,7/2/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,1,NA,NA,NA,NA,NA
Zlux-FAC--P-87_P1_P1_P5_P2.3.1.1,Zlux,7/3/23,7/1/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,1,NA,NA,NA,NA,NA
Zdip-JLVTKV-720_P1_P1_P1_P1.3.1.1,Zdip,7/4/23,7/2/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,1,1,NA,NA,NA,NA,NA
Bals-JLHNM-661_P2_P2_P4_P1.2.1.1,Bals,6/30/23,7/1/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,0,1,NA,NA,NA,NA,NA
